DMS_id,lam,step,rho,rho_base,gain,corr_w_after,corr_w_before,ds_rms,final_M
PSD95_CRIPT_1BE9,0.3,300,0.4946743121709893,0.3671972647143384,0.1274770474566509,-0.4098159070462478,-0.07955690401739719,1.0811593532562256,
PSD95_CRIPT_1BE9,0.3,1000,0.5454038988483153,0.3671972647143384,0.17820663413397692,-0.6706138923604282,-0.07955690401739719,1.6347630023956299,
PSD95_CRIPT_1BE9,0.3,2000,0.54944620758537,0.3671972647143384,0.1822489428710316,-0.7809115577615986,-0.07955690401739719,1.9828917980194092,
PSD95_CRIPT_1BE9,0.3,3000,0.5521334385814823,0.3671972647143384,0.18493617386714395,-0.8281025753552899,-0.07955690401739719,2.037142038345337,
PSD95_CRIPT_1BE9,1.0,300,0.41806395831785836,0.3671972647143384,0.050866693603519975,-0.19671528330577404,-0.07955690401739719,0.6186602711677551,
PSD95_CRIPT_1BE9,1.0,1000,0.48048394797502,0.3671972647143384,0.11328668326068159,-0.3514808494250448,-0.07955690401739719,0.8370298147201538,
PSD95_CRIPT_1BE9,1.0,2000,0.49766162984830814,0.3671972647143384,0.13046436513396975,-0.4176454259346693,-0.07955690401739719,0.9687776565551758,
PSD95_CRIPT_1BE9,1.0,3000,0.504265625179602,0.3671972647143384,0.13706836046526366,-0.45501142001498357,-0.07955690401739719,1.0050925016403198,
PSD95_CRIPT_1BE9,3.0,300,0.3838106785708985,0.3671972647143384,0.016613413856560122,-0.12082148104434245,-0.07955690401739719,0.5784405469894409,
PSD95_CRIPT_1BE9,3.0,1000,0.4086236687420531,0.3671972647143384,0.04142640402771469,-0.1708141526262687,-0.07955690401739719,0.5787337422370911,
PSD95_CRIPT_1BE9,3.0,2000,0.41596368974803133,0.3671972647143384,0.04876642503369294,-0.19964356681921422,-0.07955690401739719,0.5996090173721313,
PSD95_CRIPT_1BE9,3.0,3000,0.41764770642756055,0.3671972647143384,0.05045044171322216,-0.20707408277695716,-0.07955690401739719,0.6037072539329529,
PSD95_CRIPT_1BE9,0.3,300,0.5245077704344085,0.3671972647143384,0.15731050572007016,-0.4478591086636468,-0.07955690401739719,1.832562804222107,5.0
PSD95_CRIPT_1BE9,0.3,1000,0.5587721585209546,0.3671972647143384,0.19157489380661624,-0.6998019356339222,-0.07955690401739719,2.3813703060150146,5.0
PSD95_CRIPT_1BE9,0.3,2000,0.562647560936654,0.3671972647143384,0.19545029622231563,-0.8020561965297931,-0.07955690401739719,2.6979730129241943,5.0
PSD95_CRIPT_1BE9,0.3,3000,0.5634430554019332,0.3671972647143384,0.1962457906875948,-0.8372324652109385,-0.07955690401739719,2.5538418292999268,5.0
